OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity
2018-01-09,2016-12-01,SO61774-2018,537,13526,9,3,3
2018-01-09,2016-09-27,SO61766-2018,214,14745,1,2,6
2018-01-09,2016-10-20,SO61766-2018,356,15037,1,1,4
2018-01-09,2016-11-01,SO61751-2018,223,17277,1,2,4
2018-01-09,2016-12-11,SO61751-2018,477,16941,1,1,4
2018-01-09,2016-10-19,SO61747-2018,475,18728,1,1,3
2018-01-09,2016-11-22,SO61747-2018,489,18728,1,2,2
2018-01-09,2016-09-23,SO61739-2018,535,22314,6,1,4
2018-01-09,2016-10-28,SO61740-2018,536,12670,6,1,6
2018-01-09,2016-12-11,SO61776-2018,574,27358,1,1,6
2018-01-09,2016-11-14,SO61749-2018,477,17785,4,1,6
2018-01-09,2016-12-06,SO61732-2018,462,14510,9,2,3
2018-01-09,2016-11-30,SO61732-2018,535,14792,9,1,2
2018-01-09,2016-10-19,SO61769-2018,484,12351,1,4,6
2018-01-09,2016-11-26,SO61769-2018,528,12714,1,3,4
2018-01-09,2016-10-06,SO61769-2018,356,12714,1,1,3
2018-01-09,2016-10-20,SO61769-2018,537,12351,1,2,5
2018-01-09,2016-09-19,SO61743-2018,477,13983,6,2,6
2018-01-09,2016-11-01,SO61743-2018,478,14394,6,1,6
2018-01-09,2016-12-20,SO61773-2018,223,21062,9,4,4
2018-01-09,2016-11-09,SO61773-2018,477,21062,9,3,7
2018-01-09,2016-12-07,SO61773-2018,479,20653,9,2,6
2018-01-09,2016-11-13,SO61773-2018,379,21266,9,1,2
2018-01-09,2016-12-16,SO61761-2018,480,22131,7,3,7
2018-01-09,2016-10-26,SO61761-2018,529,22569,7,2,5
2018-01-09,2016-11-21,SO61761-2018,538,23007,7,1,3
2018-01-09,2016-11-22,SO61768-2018,485,15390,1,2,4
2018-01-09,2016-12-20,SO61768-2018,215,15244,1,3,2
2018-01-09,2016-10-01,SO61768-2018,352,15390,1,1,6
2018-01-09,2016-12-15,SO61770-2018,480,13291,6,3,3
2018-01-09,2016-10-06,SO61770-2018,358,13162,6,1,5
2018-01-09,2016-09-30,SO61770-2018,537,13420,6,2,2
2018-01-09,2016-11-30,SO61758-2018,476,15703,10,1,5
2018-01-09,2016-11-14,SO61733-2018,484,12340,9,1,3
2018-01-09,2016-12-05,SO61760-2018,480,26303,7,3,3
2018-01-09,2016-11-07,SO61760-2018,529,26819,7,2,5
2018-01-09,2016-12-03,SO61760-2018,538,26303,7,1,5
2018-01-09,2016-09-12,SO61736-2018,214,25991,10,2,4
2018-01-09,2016-11-17,SO61736-2018,375,25991,10,1,2
2018-01-09,2016-12-12,SO61745-2018,474,16421,6,1,3
2018-01-09,2016-09-14,SO61763-2018,223,16729,10,3,5
2018-01-09,2016-10-31,SO61763-2018,530,16895,10,1,3
2018-01-09,2016-10-15,SO61763-2018,214,17060,10,2,6
2018-01-09,2016-12-04,SO61759-2018,223,20125,8,3,4
2018-01-09,2016-10-21,SO61759-2018,235,20523,8,2,6
2018-01-09,2016-12-06,SO61759-2018,539,20722,8,1,2
2018-01-09,2016-10-28,SO61780-2018,477,21239,4,3,8
2018-01-09,2016-12-04,SO61780-2018,389,21035,4,1,2
2018-01-09,2016-12-14,SO61780-2018,479,21239,4,2,3
2018-01-09,2016-10-09,SO61753-2018,528,22896,6,1,3
2018-01-09,2016-11-25,SO61765-2018,480,15838,6,3,3
2018-01-09,2016-11-29,SO61765-2018,528,15684,6,1,7
2018-01-09,2016-10-12,SO61765-2018,537,15992,6,2,3
2018-01-09,2016-09-27,SO61782-2018,223,29770,9,4,7
2018-01-09,2016-12-07,SO61782-2018,477,28920,9,2,3
2018-01-09,2016-09-26,SO61782-2018,479,29487,9,3,5
2018-01-09,2016-09-16,SO61782-2018,605,29770,9,1,4
2018-01-09,2016-10-05,SO61779-2018,462,23924,4,2,3
2018-01-09,2016-11-15,SO61779-2018,604,23240,4,1,4
2018-01-09,2016-11-12,SO61738-2018,535,27407,1,1,4
2018-01-09,2016-10-03,SO61744-2018,477,21100,4,2,3
2018-01-09,2016-10-11,SO61744-2018,478,21305,4,1,4
2018-01-09,2016-12-10,SO61741-2018,477,22906,4,2,5
2018-01-09,2016-12-20,SO61741-2018,478,23127,4,1,6
2018-01-09,2016-11-13,SO61735-2018,478,15506,8,3,8
2018-01-09,2016-11-22,SO61735-2018,477,15506,8,4,7
2018-01-09,2016-09-12,SO61735-2018,485,15356,8,2,6
2018-01-09,2016-12-08,SO61735-2018,596,15356,8,1,4
2018-01-09,2016-09-17,SO61748-2018,476,19915,1,1,4
2018-01-09,2016-09-27,SO61748-2018,489,19915,1,2,2
2018-01-09,2016-09-13,SO61757-2018,485,14064,1,1,3
2018-01-09,2016-11-06,SO61757-2018,215,13791,1,2,5
2018-01-09,2016-10-16,SO61772-2018,479,23671,9,3,7
2018-01-09,2016-09-14,SO61772-2018,477,23671,9,2,5
2018-01-09,2016-10-31,SO61772-2018,489,24140,9,4,2
2018-01-09,2016-10-28,SO61772-2018,581,24608,9,1,4
2018-01-09,2016-11-30,SO61777-2018,477,24168,4,3,4
2018-01-09,2016-11-27,SO61777-2018,479,24400,4,2,3
2018-01-09,2016-09-27,SO61777-2018,471,23703,4,4,4
2018-01-09,2016-11-26,SO61777-2018,605,24168,4,1,2
2018-01-09,2016-09-15,SO61762-2018,530,13241,10,2,7
2018-01-09,2016-10-09,SO61762-2018,223,12737,10,4,6
2018-01-09,2016-12-16,SO61762-2018,229,13241,10,3,3
2018-01-09,2016-12-05,SO61762-2018,541,12737,10,1,4
2018-01-09,2016-11-15,SO61742-2018,477,21968,4,1,5
2018-01-09,2016-10-08,SO61742-2018,478,21542,4,2,7
2018-01-09,2016-09-17,SO61742-2018,214,21542,4,3,2
2018-01-10,2016-10-24,SO61832-2018,480,13954,6,2,4
2018-01-10,2016-11-11,SO61832-2018,537,13422,6,1,2
2018-01-10,2016-09-25,SO61819-2018,477,24414,10,1,6
2018-01-10,2016-11-28,SO61813-2018,484,15529,4,3,6
2018-01-10,2016-10-11,SO61813-2018,528,15837,4,1,5
2018-01-10,2016-09-23,SO61813-2018,487,15683,4,2,3
2018-01-10,2016-09-19,SO61853-2018,223,21184,7,4,5
2018-01-10,2016-12-06,SO61853-2018,220,20982,7,2,4
2018-01-10,2016-10-19,SO61853-2018,229,20377,7,3,6
2018-01-10,2016-11-15,SO61853-2018,381,20377,7,1,4
2018-01-10,2016-09-14,SO61797-2018,491,29914,1,1,3
2018-01-10,2016-12-24,SO61814-2018,528,15762,4,1,4
2018-01-10,2016-10-21,SO61814-2018,214,15762,4,2,2
2018-01-10,2016-11-13,SO61814-2018,235,15312,4,3,6
2018-01-10,2016-12-10,SO61821-2018,220,27209,10,2,3
2018-01-10,2016-11-25,SO61821-2018,229,27473,10,3,4
2018-01-10,2016-10-16,SO61821-2018,529,27473,10,1,3
2018-01-10,2016-10-28,SO61792-2018,529,26736,8,2,4
2018-01-10,2016-10-16,SO61792-2018,539,25717,8,3,3
2018-01-10,2016-10-22,SO61792-2018,214,26736,8,4,2
2018-01-10,2016-10-10,SO61792-2018,580,26481,8,1,5
2018-01-10,2016-11-07,SO61811-2018,223,18690,4,2,7
2018-01-10,2016-10-09,SO61811-2018,229,19060,4,3,6
2018-01-10,2016-10-09,SO61811-2018,475,18875,4,1,2
2018-01-10,2016-12-16,SO61809-2018,477,19977,1,1,5
2018-01-10,2016-11-02,SO61809-2018,481,19785,1,4,6
2018-01-10,2016-11-27,SO61809-2018,214,19977,1,2,5
2018-01-10,2016-12-24,SO61809-2018,232,20169,1,3,2
2018-01-10,2016-11-21,SO61802-2018,536,23186,4,1,6
2018-01-10,2016-10-27,SO61802-2018,528,23186,4,2,7
2018-01-10,2016-11-30,SO61802-2018,214,23413,4,3,4
2018-01-10,2016-12-14,SO61812-2018,528,24416,6,1,4
2018-01-10,2016-12-22,SO61812-2018,220,24184,6,2,3
2018-01-10,2016-11-22,SO61829-2018,530,17274,10,1,3
2018-01-10,2016-11-16,SO61829-2018,229,17274,10,2,2
2018-01-10,2016-10-04,SO61803-2018,528,18831,6,2,3
2018-01-10,2016-10-25,SO61803-2018,536,19017,6,1,6
2018-01-10,2016-12-21,SO61834-2018,480,14883,4,3,3
2018-01-10,2016-12-23,SO61834-2018,536,14883,4,2,3
2018-01-10,2016-09-28,SO61834-2018,589,15029,4,1,6
2018-01-10,2016-12-01,SO61815-2018,528,20954,6,1,3
2018-01-10,2016-12-26,SO61815-2018,235,21161,6,2,4
2018-01-10,2016-10-11,SO61825-2018,223,11813,7,3,4
2018-01-10,2016-10-12,SO61825-2018,477,12045,7,1,7
2018-01-10,2016-11-09,SO61825-2018,491,11697,7,2,5
2018-01-10,2016-09-17,SO61846-2018,491,26583,4,2,2
2018-01-10,2016-09-15,SO61846-2018,575,26843,4,1,2
2018-01-10,2016-09-18,SO61845-2018,462,13612,6,4,3
2018-01-10,2016-11-04,SO61845-2018,530,13479,6,2,6
2018-01-10,2016-11-06,SO61845-2018,541,13479,6,3,5
2018-01-10,2016-11-06,SO61845-2018,575,13879,6,1,2
2018-01-10,2016-10-09,SO61855-2018,564,11995,9,1,2
2018-01-10,2016-10-28,SO61827-2018,530,28670,7,1,7
2018-01-10,2016-12-05,SO61827-2018,223,28391,7,2,6
2018-01-10,2016-09-30,SO61795-2018,477,16086,8,3,3
2018-01-10,2016-11-18,SO61795-2018,478,16564,8,2,6
2018-01-10,2016-09-25,SO61795-2018,214,16245,8,4,5
2018-01-10,2016-12-26,SO61795-2018,356,16086,8,1,4
2018-01-10,2016-09-27,SO61783-2018,535,14234,9,1,3
2018-01-10,2016-12-05,SO61831-2018,528,12549,6,2,3
2018-01-10,2016-11-18,SO61831-2018,472,12305,6,3,4
2018-01-10,2016-12-22,SO61831-2018,537,12427,6,1,2
2018-01-10,2016-10-26,SO61823-2018,529,21211,7,1,5
2018-01-10,2016-11-29,SO61794-2018,356,15382,8,1,5
2018-01-10,2016-11-10,SO61826-2018,480,29236,8,3,7
2018-01-10,2016-11-19,SO61826-2018,529,29236,8,2,4
2018-01-10,2016-12-12,SO61826-2018,538,28122,8,1,2
2018-01-10,2016-12-13,SO61849-2018,480,26727,6,4,8
2018-01-10,2016-10-19,SO61849-2018,538,26989,6,2,6
2018-01-10,2016-09-19,SO61849-2018,529,26727,6,3,5
2018-01-10,2016-12-19,SO61849-2018,584,26989,6,1,4
2018-01-10,2016-12-03,SO61788-2018,529,27621,9,1,5
2018-01-10,2016-11-13,SO61788-2018,480,27621,9,2,3
2018-01-10,2016-11-23,SO61843-2018,530,29809,4,3,6
2018-01-10,2016-10-26,SO61843-2018,541,29522,4,2,5
2018-01-10,2016-10-02,SO61843-2018,577,29522,4,1,3
2018-01-10,2016-11-03,SO61810-2018,474,19129,1,1,3
2018-01-10,2016-09-26,SO61810-2018,491,19316,1,2,5
2018-01-10,2016-11-18,SO61824-2018,541,28974,8,1,5
2018-01-10,2016-10-19,SO61785-2018,528,16327,9,2,5
2018-01-10,2016-11-27,SO61785-2018,480,16327,9,3,7
2018-01-10,2016-10-19,SO61785-2018,484,16812,9,4,6
2018-01-10,2016-09-27,SO61785-2018,536,16650,9,1,2
2018-01-10,2016-12-08,SO61841-2018,491,23898,9,2,6
2018-01-10,2016-11-29,SO61841-2018,580,24601,9,1,3
2018-01-10,2016-10-15,SO61844-2018,223,27118,1,2,4
2018-01-10,2016-11-18,SO61844-2018,564,26597,1,1,5
2018-01-10,2016-12-10,SO61816-2018,528,17204,10,1,5
2018-01-10,2016-11-12,SO61816-2018,215,16708,10,2,3
2018-01-10,2016-10-15,SO61842-2018,485,13763,9,2,4
2018-01-10,2016-11-30,SO61842-2018,477,14035,9,4,3
2018-01-10,2016-12-25,SO61842-2018,478,14308,9,3,6
2018-01-10,2016-09-15,SO61842-2018,360,14035,9,1,5
2018-01-10,2016-12-12,SO61842-2018,487,14308,9,5,4
2018-01-10,2016-10-12,SO61848-2018,220,26500,1,2,4
2018-01-10,2016-12-23,SO61848-2018,564,27279,1,1,3
2018-01-10,2016-12-09,SO61852-2018,477,18437,4,3,5
2018-01-10,2016-10-09,SO61852-2018,479,18086,4,2,4
2018-01-10,2016-10-18,SO61852-2018,215,17735,4,4,6
2018-01-10,2016-12-15,SO61852-2018,580,18086,4,1,3
2018-01-10,2016-12-13,SO61805-2018,223,29142,6,2,8
2018-01-10,2016-11-14,SO61805-2018,474,29423,6,1,6
2018-01-10,2016-11-22,SO61838-2018,223,15223,4,5,6
2018-01-10,2016-12-16,SO61838-2018,477,14933,4,3,5
2018-01-10,2016-12-05,SO61838-2018,229,14933,4,4,5
2018-01-10,2016-11-22,SO61838-2018,356,14933,4,1,2
2018-01-10,2016-10-02,SO61838-2018,478,14933,4,2,4
2018-01-10,2016-09-16,SO61791-2018,529,19221,9,2,4
2018-01-10,2016-11-14,SO61791-2018,540,19038,9,1,4
2018-01-10,2016-09-22,SO61799-2018,529,29527,4,1,5
2018-01-10,2016-10-15,SO61799-2018,539,30404,4,2,3
2018-01-10,2016-09-13,SO61798-2018,484,29452,1,2,4
2018-01-10,2016-11-04,SO61798-2018,529,30618,1,1,7
2018-01-10,2016-11-18,SO61790-2018,529,16848,9,2,6
2018-01-10,2016-09-13,SO61790-2018,540,16848,9,1,4
2018-01-10,2016-09-25,SO61840-2018,480,29924,8,4,7
2018-01-10,2016-12-16,SO61840-2018,530,29639,8,3,7
2018-01-10,2016-09-14,SO61840-2018,541,29069,8,2,5
2018-01-10,2016-11-10,SO61840-2018,572,29924,8,1,3
2018-01-10,2016-10-25,SO61854-2018,530,29120,10,3,5
2018-01-10,2016-10-12,SO61854-2018,541,28835,10,2,7
2018-01-10,2016-11-25,SO61854-2018,575,29120,10,1,6
2018-01-10,2016-11-08,SO61796-2018,462,15721,8,3,4
2018-01-10,2016-10-31,SO61796-2018,485,15570,8,2,3
2018-01-10,2016-12-09,SO61796-2018,358,15721,8,1,4
2018-01-10,2016-12-02,SO61807-2018,477,17873,4,1,6
2018-01-10,2016-11-27,SO61807-2018,220,18581,4,2,4
2018-01-10,2016-10-16,SO61789-2018,483,18202,9,1,6
2018-01-10,2016-11-03,SO61847-2018,479,26493,1,2,5
2018-01-10,2016-11-14,SO61847-2018,574,27012,1,1,5
2018-01-10,2016-09-30,SO61820-2018,528,21422,8,2,7
2018-01-10,2016-10-07,SO61820-2018,215,21422,8,3,6
2018-01-10,2016-12-09,SO61820-2018,488,21214,8,4,3
2018-01-10,2016-12-10,SO61820-2018,536,21422,8,1,5
2018-01-10,2016-11-18,SO61828-2018,530,27538,8,1,6
2018-01-10,2016-09-12,SO61833-2018,214,12728,8,1,2
2018-01-10,2016-10-20,SO61835-2018,480,14869,1,4,5
2018-01-10,2016-11-02,SO61835-2018,528,15015,1,3,6
2018-01-10,2016-11-17,SO61835-2018,536,15015,1,2,6
2018-01-10,2016-11-06,SO61835-2018,590,14723,1,1,5
2018-01-10,2016-10-09,SO61808-2018,477,17708,4,1,6
2018-01-10,2016-10-24,SO61850-2018,214,23399,1,2,6
2018-01-10,2016-10-31,SO61850-2018,605,23399,1,1,4
2018-01-10,2016-09-20,SO61837-2018,462,12686,1,6,5
2018-01-10,2016-12-14,SO61837-2018,477,12564,1,4,5
2018-01-10,2016-10-12,SO61837-2018,485,12686,1,2,7
2018-01-10,2016-11-08,SO61837-2018,478,12686,1,3,7
2018-01-10,2016-09-23,SO61837-2018,214,12808,1,5,4
2018-01-10,2016-12-04,SO61837-2018,360,12442,1,1,2
2018-01-10,2016-11-13,SO61784-2018,528,18903,9,2,7
2018-01-10,2016-09-12,SO61784-2018,536,18903,9,1,4
2018-01-10,2016-10-19,SO61784-2018,215,19090,9,3,6
2018-01-10,2016-10-16,SO61836-2018,466,20717,4,4,5
2018-01-10,2016-12-03,SO61836-2018,478,20520,4,2,3
2018-01-10,2016-10-13,SO61836-2018,214,19928,4,5,6
2018-01-10,2016-12-10,SO61836-2018,477,19928,4,3,5
2018-01-10,2016-12-26,SO61836-2018,594,19928,4,1,2
2018-01-10,2016-12-23,SO61804-2018,478,24180,1,4,4
2018-01-10,2016-09-23,SO61804-2018,485,23710,1,3,3
2018-01-10,2016-12-18,SO61804-2018,528,24414,1,2,4
2018-01-10,2016-12-23,SO61804-2018,536,24180,1,1,6
2018-01-10,2016-10-07,SO61804-2018,487,24649,1,5,4
2018-01-10,2016-12-01,SO61787-2018,226,17761,9,1,6
2018-01-10,2016-11-13,SO61793-2018,226,22402,10,2,2
2018-01-10,2016-11-20,SO61793-2018,587,22617,10,1,3
2018-01-10,2016-11-19,SO61800-2018,528,11444,6,1,6
2018-01-10,2016-09-20,SO61800-2018,535,11670,6,2,7
2018-01-10,2016-10-10,SO61800-2018,235,11784,6,3,6
2018-01-10,2016-09-24,SO61851-2018,477,20669,6,2,6
2018-01-10,2016-11-05,SO61851-2018,220,20471,6,4,6
2018-01-10,2016-11-30,SO61851-2018,383,20669,6,1,5
2018-01-10,2016-09-24,SO61851-2018,479,20471,6,3,3
2018-01-10,2016-11-24,SO61817-2018,529,28966,7,1,5
2018-01-10,2016-10-28,SO61817-2018,214,28682,7,3,6
2018-01-10,2016-11-05,SO61817-2018,540,29818,7,2,4
2018-01-10,2016-12-26,SO61801-2018,528,13478,6,1,4
2018-01-10,2016-09-28,SO61801-2018,536,13478,6,2,3
2018-01-10,2016-11-24,SO61786-2018,223,28732,9,2,6
2018-01-10,2016-11-18,SO61786-2018,476,28184,9,1,3
2018-01-10,2016-12-03,SO61786-2018,491,28458,9,3,2
2018-01-10,2016-11-28,SO61818-2018,528,20977,10,1,7
2018-01-10,2016-11-14,SO61818-2018,535,20771,10,2,5
2018-01-10,2016-09-19,SO61818-2018,214,21182,10,3,5
2018-01-10,2016-11-20,SO61822-2018,223,23492,10,2,5
2018-01-10,2016-12-01,SO61822-2018,477,22814,10,1,7
2018-01-10,2016-11-28,SO61822-2018,214,23718,10,3,3
2018-01-10,2016-10-22,SO61806-2018,235,20476,4,2,5
2018-01-10,2016-09-22,SO61806-2018,475,20279,4,1,4
2018-01-10,2016-12-24,SO61839-2018,541,18123,7,2,2
2018-01-10,2016-10-28,SO61839-2018,585,18656,7,1,6
2018-01-10,2016-10-28,SO61830-2018,528,11762,1,2,4
2018-01-10,2016-11-03,SO61830-2018,537,11762,1,1,5
2018-01-11,2016-11-30,SO61879-2018,235,15178,6,2,5
2018-01-11,2016-11-24,SO61879-2018,476,14600,6,1,6
2018-01-11,2016-11-16,SO61918-2018,477,17801,6,2,3
2018-01-11,2016-11-28,SO61918-2018,229,17288,6,4,6
2018-01-11,2016-12-12,SO61918-2018,479,17801,6,3,4
2018-01-11,2016-11-08,SO61918-2018,582,17972,6,1,2
2018-01-11,2016-11-23,SO61856-2018,477,11563,9,1,4
2018-01-11,2016-12-10,SO61856-2018,484,11452,9,4,5
2018-01-11,2016-09-25,SO61856-2018,478,11230,9,2,3
2018-01-11,2016-12-25,SO61856-2018,487,11674,9,3,6
2018-01-11,2016-12-23,SO61888-2018,529,26717,10,1,4
2018-01-11,2016-09-19,SO61888-2018,480,25946,10,2,3
2018-01-11,2016-10-09,SO61910-2018,595,12495,9,1,4
2018-01-11,2016-12-10,SO61883-2018,485,22305,6,1,6
2018-01-11,2016-09-16,SO61867-2018,538,28560,1,1,7
2018-01-11,2016-11-25,SO61867-2018,220,28285,1,3,2
2018-01-11,2016-11-05,SO61867-2018,232,28011,1,4,4
2018-01-11,2016-11-28,SO61867-2018,529,28285,1,2,2
2018-01-11,2016-09-29,SO61885-2018,485,16522,10,1,7
2018-01-11,2016-09-28,SO61885-2018,473,16522,10,2,4
2018-01-11,2016-12-08,SO61908-2018,479,17701,9,2,7
2018-01-11,2016-10-12,SO61908-2018,477,17701,9,3,7
2018-01-11,2016-10-25,SO61908-2018,371,17701,9,1,5
2018-01-11,2016-10-21,SO61920-2018,223,12237,9,5,6
2018-01-11,2016-11-05,SO61920-2018,479,12002,9,2,8
2018-01-11,2016-10-10,SO61920-2018,477,12002,9,3,3
2018-01-11,2016-11-26,SO61920-2018,490,12237,9,4,4
2018-01-11,2016-09-24,SO61920-2018,576,11884,9,1,2
2018-01-11,2016-10-25,SO61880-2018,474,20209,1,1,4
2018-01-11,2016-10-31,SO61874-2018,481,24024,1,2,4
2018-01-11,2016-11-09,SO61874-2018,536,24976,1,1,4
2018-01-11,2016-12-14,SO61899-2018,477,12974,7,2,4
2018-01-11,2016-12-27,SO61899-2018,478,12974,7,1,4
2018-01-11,2016-09-29,SO61884-2018,466,15871,7,2,4
2018-01-11,2016-11-07,SO61884-2018,475,15871,7,1,2
2018-01-11,2016-09-22,SO61865-2018,530,29697,1,1,7
2018-01-11,2016-12-03,SO61860-2018,223,22972,10,3,7
2018-01-11,2016-10-29,SO61860-2018,489,23418,10,2,5
2018-01-11,2016-11-16,SO61860-2018,581,23195,10,1,3
2018-01-11,2016-09-24,SO61859-2018,220,16080,7,2,4
2018-01-11,2016-11-16,SO61859-2018,581,16716,7,1,6
2018-01-11,2016-09-17,SO61886-2018,480,14187,7,3,5
2018-01-11,2016-11-29,SO61886-2018,528,14324,7,1,5
2018-01-11,2016-10-23,SO61886-2018,537,14462,7,2,2
2018-01-11,2016-12-18,SO61857-2018,215,16573,9,1,6
2018-01-11,2016-09-26,SO61890-2018,480,27182,8,3,4
2018-01-11,2016-10-20,SO61890-2018,529,27182,8,2,5
2018-01-11,2016-12-18,SO61890-2018,538,28258,8,1,3
2018-01-11,2016-12-24,SO61909-2018,599,12738,9,1,5
2018-01-11,2016-12-10,SO61858-2018,488,14808,9,1,2
2018-01-11,2016-11-27,SO61862-2018,485,12516,8,2,5
2018-01-11,2016-10-03,SO61862-2018,354,12639,8,1,2
2018-01-11,2016-10-22,SO61862-2018,471,12884,8,3,6
2018-01-11,2016-09-24,SO61902-2018,481,16512,6,3,7
2018-01-11,2016-11-10,SO61902-2018,485,16035,6,2,3
2018-01-11,2016-12-26,SO61902-2018,356,16194,6,1,6
2018-01-11,2016-12-24,SO61907-2018,379,21064,9,1,5
2018-01-11,2016-12-17,SO61878-2018,475,19191,1,1,5
2018-01-11,2016-12-03,SO61919-2018,223,30541,9,2,6
2018-01-11,2016-10-19,SO61919-2018,490,30541,9,3,2
2018-01-11,2016-10-12,SO61919-2018,585,30250,9,1,5
2018-01-11,2016-09-13,SO61913-2018,356,12351,9,1,5
2018-01-11,2016-10-15,SO61871-2018,536,24877,1,2,5
2018-01-11,2016-09-18,SO61871-2018,484,23929,1,3,3
2018-01-11,2016-09-22,SO61871-2018,528,24403,1,1,6
2018-01-11,2016-09-19,SO61894-2018,214,12354,4,3,4
2018-01-11,2016-09-14,SO61894-2018,528,12475,4,2,2
2018-01-11,2016-10-02,SO61894-2018,537,12354,4,1,5
2018-01-11,2016-12-01,SO61875-2018,477,24425,1,1,6
2018-01-11,2016-10-09,SO61875-2018,478,23494,1,2,7
2018-01-11,2016-10-14,SO61875-2018,484,23727,1,4,2
2018-01-11,2016-10-27,SO61875-2018,487,23494,1,3,5
2018-01-11,2016-11-22,SO61881-2018,223,19234,4,3,5
2018-01-11,2016-10-09,SO61881-2018,226,19420,4,2,5
2018-01-11,2016-12-01,SO61881-2018,476,19607,4,1,3
2018-01-11,2016-09-15,SO61916-2018,214,21552,4,2,4
2018-01-11,2016-11-15,SO61916-2018,381,20731,4,1,5
2018-01-11,2016-11-27,SO61866-2018,529,11736,6,1,3
2018-01-11,2016-09-19,SO61866-2018,539,11621,6,2,3
2018-01-11,2016-11-09,SO61866-2018,215,12081,6,3,4
2018-01-11,2016-10-28,SO61873-2018,477,17896,6,2,4
2018-01-11,2016-09-14,SO61873-2018,478,17722,6,1,6
2018-01-11,2016-09-17,SO61873-2018,484,18243,6,4,7
2018-01-11,2016-10-18,SO61873-2018,487,18069,6,3,3
2018-01-11,2016-11-29,SO61911-2018,360,13755,9,1,3
2018-01-11,2016-09-20,SO61903-2018,485,14615,4,4,6
2018-01-11,2016-11-03,SO61903-2018,528,14760,4,2,4
2018-01-11,2016-12-20,SO61903-2018,356,15194,4,1,6
2018-01-11,2016-11-09,SO61903-2018,537,15194,4,3,3
2018-01-11,2016-12-24,SO61872-2018,464,22308,4,4,6
2018-01-11,2016-10-29,SO61872-2018,220,23192,4,3,4
2018-01-11,2016-11-24,SO61872-2018,528,22971,4,1,3
2018-01-11,2016-09-21,SO61872-2018,536,22750,4,2,4
2018-01-11,2016-11-04,SO61891-2018,477,25797,10,1,5
2018-01-11,2016-12-09,SO61891-2018,223,25797,10,2,6
2018-01-11,2016-12-20,SO61895-2018,480,11988,6,2,3
2018-01-11,2016-11-24,SO61895-2018,537,12344,6,1,5
2018-01-11,2016-12-03,SO61914-2018,488,27359,4,2,2
2018-01-11,2016-10-12,SO61914-2018,562,27359,4,1,6
2018-01-11,2016-12-14,SO61887-2018,528,21213,7,2,3
2018-01-11,2016-11-11,SO61887-2018,536,21213,7,1,6
2018-01-11,2016-12-09,SO61887-2018,214,20801,7,3,2
2018-01-11,2016-11-24,SO61912-2018,214,14311,9,3,5
2018-01-11,2016-11-30,SO61912-2018,226,13902,9,4,2
2018-01-11,2016-11-02,SO61912-2018,356,14175,9,1,6
2018-01-11,2016-10-17,SO61912-2018,485,14175,9,2,2
2018-01-11,2016-10-30,SO61892-2018,480,30006,8,3,5
2018-01-11,2016-12-24,SO61892-2018,530,29712,8,1,7
2018-01-11,2016-10-28,SO61892-2018,541,30300,8,2,4
2018-01-11,2016-12-26,SO61892-2018,486,30888,8,4,4
2018-01-11,2016-12-06,SO61901-2018,475,14929,1,2,5
2018-01-11,2016-09-16,SO61901-2018,588,14783,1,1,3
2018-01-11,2016-09-18,SO61921-2018,481,24486,9,2,6
2018-01-11,2016-10-11,SO61921-2018,605,24020,9,1,5
2018-01-11,2016-10-31,SO61896-2018,528,12445,4,2,5
2018-01-11,2016-12-14,SO61896-2018,220,11971,4,3,6
2018-01-11,2016-09-18,SO61896-2018,537,12208,4,1,3
2018-01-11,2016-11-17,SO61900-2018,220,11835,8,1,6
2018-01-11,2016-11-12,SO61905-2018,223,13727,10,5,4
2018-01-11,2016-09-26,SO61905-2018,477,14135,10,2,7
2018-01-11,2016-09-13,SO61905-2018,479,14271,10,3,3
2018-01-11,2016-12-05,SO61905-2018,214,13727,10,4,3
2018-01-11,2016-12-15,SO61905-2018,574,13999,10,1,4
2018-01-11,2016-12-07,SO61898-2018,485,16182,6,1,5
2018-01-11,2016-09-19,SO61889-2018,464,25597,10,1,3
2018-01-11,2016-12-14,SO61889-2018,477,25597,10,2,4
2018-01-11,2016-10-19,SO61917-2018,387,21973,1,1,6
2018-01-11,2016-10-16,SO61917-2018,491,21760,1,2,5
2018-01-11,2016-12-13,SO61904-2018,478,14881,1,2,6
2018-01-11,2016-09-29,SO61904-2018,232,14592,1,4,6
2018-01-11,2016-10-07,SO61904-2018,354,14736,1,1,6
2018-01-11,2016-12-22,SO61904-2018,477,14881,1,3,4
2018-01-11,2016-12-26,SO61882-2018,485,14927,1,1,6
2018-01-11,2016-11-17,SO61882-2018,471,14783,1,2,3
2018-01-11,2016-10-31,SO61870-2018,480,26538,1,2,4
2018-01-11,2016-10-23,SO61870-2018,535,27064,1,1,3
2018-01-11,2016-11-13,SO61876-2018,477,22469,1,2,6
2018-01-11,2016-09-20,SO61876-2018,478,22469,1,1,4
2018-01-11,2016-10-21,SO61915-2018,541,25148,4,2,5
2018-01-11,2016-11-07,SO61915-2018,214,24901,4,4,4
2018-01-11,2016-10-30,SO61915-2018,530,25887,4,3,4
2018-01-11,2016-10-20,SO61915-2018,562,25148,4,1,6
2018-01-11,2016-10-04,SO61861-2018,373,21034,10,1,4
